                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    304,                0.81554,                  0.449,                 1.0799,                0.87724,                0.91269,                0.91944,                 0.6666,                0.98463,                0.40727,                 1.0675,              0.0040006,              0.0040006,              0.0040006
                    305,                  0.817,                0.44869,                 1.0821,                0.87717,                0.91293,                0.91918,                0.66742,                0.98454,                0.40721,                 1.0679,              0.0039808,              0.0039808,              0.0039808
                    306,                0.81176,                0.44486,                 1.0849,                0.87817,                0.91281,                0.91961,                0.66821,                0.98345,                 0.4063,                 1.0679,               0.003961,               0.003961,               0.003961
                    307,                0.81231,                0.44462,                 1.0794,                0.87923,                 0.9129,                0.92023,                0.66904,                0.98299,                0.40623,                 1.0672,              0.0039412,              0.0039412,              0.0039412
                    308,                0.81258,                0.44415,                 1.0783,                 0.8807,                0.91469,                0.91979,                0.66911,                0.98253,                0.40597,                 1.0668,              0.0039214,              0.0039214,              0.0039214
                    309,                0.81227,                0.44764,                 1.0853,                0.88069,                0.90879,                0.91999,                0.66934,                0.98224,                0.40632,                  1.067,              0.0039016,              0.0039016,              0.0039016
                    310,                 0.8144,                0.44623,                 1.0899,                0.88092,                0.90977,                0.91973,                0.66872,                 0.9818,                0.40683,                 1.0674,              0.0038818,              0.0038818,              0.0038818
                    311,                 0.8101,                0.44256,                 1.0788,                0.88318,                0.90948,                0.92033,                 0.6691,                0.98187,                0.40647,                 1.0675,               0.003862,               0.003862,               0.003862
                    312,                0.81142,                0.44501,                 1.0887,                0.88272,                0.91055,                0.92036,                0.66929,                0.98188,                0.40747,                 1.0686,              0.0038422,              0.0038422,              0.0038422
                    313,                0.81265,                0.44598,                 1.0798,                0.88126,                 0.9087,                0.91969,                0.67003,                0.98206,                0.40788,                 1.0696,              0.0038224,              0.0038224,              0.0038224
                    314,                0.80961,                0.44149,                 1.0812,                0.88115,                 0.9087,                0.91967,                 0.6708,                0.98114,                0.40849,                 1.0701,              0.0038026,              0.0038026,              0.0038026
                    315,                0.80601,                0.43869,                 1.0706,                0.88255,                0.90213,                 0.9198,                0.67066,                0.98147,                0.40857,                 1.0701,              0.0037828,              0.0037828,              0.0037828
                    316,                0.80489,                0.44027,                 1.0774,                 0.8831,                0.90126,                0.91996,                 0.6697,                0.98163,                0.40791,                   1.07,               0.003763,               0.003763,               0.003763
                    317,                0.80898,                0.44459,                  1.075,                0.88112,                0.90395,                0.91998,                0.66956,                0.98162,                0.40757,                   1.07,              0.0037432,              0.0037432,              0.0037432
                    318,                0.81004,                0.44191,                 1.0698,                0.87974,                0.90694,                0.91991,                0.66933,                 0.9816,                0.40759,                 1.0696,              0.0037234,              0.0037234,              0.0037234
                    319,                0.80615,                 0.4414,                 1.0747,                0.87971,                0.90694,                0.92024,                 0.6702,                0.98196,                0.40706,                 1.0694,              0.0037036,              0.0037036,              0.0037036
                    320,                 0.8066,                0.43756,                 1.0716,                0.87935,                0.90684,                0.92036,                0.66966,                 0.9819,                0.40775,                 1.0695,              0.0036838,              0.0036838,              0.0036838
                    321,                0.80985,                0.44429,                 1.0783,                0.87944,                0.90674,                0.91998,                0.67011,                0.98157,                0.40792,                 1.0692,               0.003664,               0.003664,               0.003664
                    322,                0.80574,                0.44288,                 1.0867,                0.87904,                0.90694,                0.92102,                0.66984,                0.98108,                0.40779,                 1.0696,              0.0036442,              0.0036442,              0.0036442
                    323,                0.80547,                 0.4402,                 1.0765,                0.87986,                0.90517,                0.92129,                0.67098,                0.98115,                0.40886,                 1.0697,              0.0036244,              0.0036244,              0.0036244
                    324,                0.79934,                0.43605,                 1.0706,                0.87834,                0.90363,                0.92089,                0.67133,                0.98191,                 0.4086,                 1.0699,              0.0036046,              0.0036046,              0.0036046
                    325,                0.80444,                 0.4391,                 1.0667,                0.87981,                0.90131,                0.92125,                0.67092,                0.98215,                0.40882,                 1.0697,              0.0035848,              0.0035848,              0.0035848
                    326,                0.80009,                0.43964,                 1.0696,                 0.8841,                 0.8997,                0.92101,                0.67093,                0.98211,                 0.4086,                 1.0696,               0.003565,               0.003565,               0.003565
                    327,                0.79654,                0.43687,                 1.0808,                0.88901,                0.89719,                0.92062,                0.67038,                 0.9824,                0.40873,                 1.0699,              0.0035452,              0.0035452,              0.0035452
                    328,                0.79929,                0.43758,                 1.0723,                0.88384,                0.90071,                0.92096,                0.67047,                0.98283,                0.40896,                 1.0702,              0.0035254,              0.0035254,              0.0035254
                    329,                0.79996,                 0.4397,                 1.0798,                0.88393,                0.90152,                0.92067,                0.66969,                0.98321,                0.40834,                 1.0709,              0.0035056,              0.0035056,              0.0035056
                    330,                0.80186,                0.43737,                 1.0666,                0.88296,                0.90156,                0.92087,                0.67012,                0.98381,                0.40814,                 1.0704,              0.0034858,              0.0034858,              0.0034858
                    331,                0.79963,                0.43577,                 1.0637,                 0.8861,                0.90118,                0.92051,                0.66972,                0.98478,                 0.4084,                 1.0702,               0.003466,               0.003466,               0.003466
                    332,                 0.7978,                0.43791,                 1.0765,                0.88579,                 0.9024,                 0.9201,                0.66897,                0.98486,                0.40885,                 1.0706,              0.0034462,              0.0034462,              0.0034462
                    333,                0.79935,                0.43777,                 1.0783,                0.88561,                0.90255,                0.91988,                0.66905,                0.98495,                0.40889,                 1.0712,              0.0034264,              0.0034264,              0.0034264
                    334,                0.79674,                0.43751,                 1.0776,                0.88395,                 0.9034,                0.91961,                0.66853,                0.98509,                0.40929,                 1.0717,              0.0034066,              0.0034066,              0.0034066
                    335,                0.79782,                0.43627,                 1.0711,                0.88396,                 0.9034,                0.91947,                0.66909,                0.98473,                0.40999,                 1.0718,              0.0033868,              0.0033868,              0.0033868
                    336,                0.79622,                 0.4362,                 1.0689,                0.88172,                0.90363,                0.91951,                0.66903,                0.98417,                0.40995,                 1.0716,               0.003367,               0.003367,               0.003367
                    337,                0.79673,                0.43421,                 1.0792,                0.88077,                0.90395,                0.91891,                0.66949,                0.98378,                0.41012,                 1.0725,              0.0033472,              0.0033472,              0.0033472
                    338,                0.79633,                0.43521,                 1.0768,                0.88081,                0.90186,                0.91921,                0.66851,                0.98375,                0.41031,                 1.0733,              0.0033274,              0.0033274,              0.0033274
                    339,                0.79222,                0.43398,                 1.0672,                0.87495,                0.91073,                0.91754,                0.66978,                0.98339,                0.41023,                  1.073,              0.0033076,              0.0033076,              0.0033076
                    340,                0.79702,                0.43608,                 1.0642,                0.88248,                0.90563,                0.91749,                0.66947,                0.98319,                0.41035,                 1.0725,              0.0032878,              0.0032878,              0.0032878
                    341,                0.79529,                 0.4344,                 1.0667,                0.88196,                0.90131,                0.91729,                0.66955,                0.98339,                0.41056,                 1.0722,               0.003268,               0.003268,               0.003268
                    342,                0.79223,                0.43216,                 1.0674,                0.88159,                0.90409,                0.91718,                0.66911,                0.98326,                 0.4111,                 1.0719,              0.0032482,              0.0032482,              0.0032482
                    343,                0.78855,                0.43084,                 1.0653,                0.87931,                0.90232,                 0.9177,                0.66963,                0.98298,                0.41102,                 1.0717,              0.0032284,              0.0032284,              0.0032284
                    344,                0.78631,                0.42915,                 1.0679,                 0.8801,                0.90182,                 0.9189,                0.66994,                0.98295,                0.41045,                  1.072,              0.0032086,              0.0032086,              0.0032086
                    345,                0.79167,                0.43208,                 1.0647,                0.88128,                0.90177,                0.91803,                0.66968,                0.98318,                0.41041,                  1.072,              0.0031888,              0.0031888,              0.0031888
                    346,                0.79472,                0.43354,                  1.062,                0.88707,                0.90094,                0.91879,                0.67036,                0.98274,                0.41099,                 1.0709,               0.003169,               0.003169,               0.003169
                    347,                0.78757,                0.42834,                 1.0683,                0.88495,                0.90263,                0.91885,                0.67047,                0.98199,                0.41051,                 1.0704,              0.0031492,              0.0031492,              0.0031492
                    348,                0.78736,                0.42842,                 1.0634,                0.88457,                 0.9034,                0.91881,                0.66967,                0.98081,                   0.41,                 1.0689,              0.0031294,              0.0031294,              0.0031294
                    349,                0.78578,                0.42859,                 1.0656,                0.87964,                0.90363,                 0.9187,                0.66978,                0.98028,                0.40968,                 1.0684,              0.0031096,              0.0031096,              0.0031096
                    350,                0.78752,                0.42914,                 1.0611,                0.87527,                0.90446,                0.91709,                0.67066,                 0.9801,                 0.4105,                 1.0676,              0.0030898,              0.0030898,              0.0030898
                    351,                0.78467,                0.42877,                 1.0664,                0.87595,                0.90647,                0.91687,                0.67126,                0.98009,                 0.4108,                 1.0675,                0.00307,                0.00307,                0.00307
                    352,                0.79006,                0.43147,                 1.0679,                0.88272,                0.90164,                0.91629,                0.67025,                0.98082,                0.41093,                 1.0677,              0.0030502,              0.0030502,              0.0030502
                    353,                 0.7818,                0.42569,                 1.0647,                0.88419,                0.90186,                0.91622,                0.66977,                0.98087,                0.41163,                 1.0674,              0.0030304,              0.0030304,              0.0030304
                    354,                0.78709,                0.43048,                 1.0732,                 0.8839,                0.90209,                0.91594,                0.67039,                0.98117,                0.41255,                 1.0679,              0.0030106,              0.0030106,              0.0030106
                    355,                 0.7791,                0.42358,                  1.068,                 0.8815,                0.90409,                0.91629,                0.67008,                0.98133,                0.41259,                 1.0684,              0.0029908,              0.0029908,              0.0029908
                    356,                0.78461,                0.42545,                 1.0634,                0.88166,                0.90512,                0.91653,                0.67114,                0.98129,                0.41238,                 1.0686,               0.002971,               0.002971,               0.002971
                    357,                0.78218,                0.42466,                 1.0644,                0.88379,                 0.9051,                0.91665,                0.67059,                0.98091,                0.41234,                 1.0692,              0.0029512,              0.0029512,              0.0029512
                    358,                0.78534,                 0.4269,                 1.0665,                0.88463,                0.90868,                0.91727,                0.67116,                0.98082,                0.41333,                 1.0696,              0.0029314,              0.0029314,              0.0029314
                    359,                  0.784,                0.42406,                 1.0607,                0.88295,                 0.9092,                0.91914,                0.67167,                0.98117,                0.41284,                 1.0693,              0.0029116,              0.0029116,              0.0029116
                    360,                0.78225,                0.42795,                 1.0691,                0.88235,                0.91101,                0.91957,                0.67077,                0.98112,                0.41292,                 1.0694,              0.0028918,              0.0028918,              0.0028918
                    361,                0.78105,                0.42436,                 1.0617,                0.88177,                0.91129,                0.91996,                0.67111,                0.98113,                0.41296,                 1.0696,               0.002872,               0.002872,               0.002872
                    362,                0.78138,                0.42497,                 1.0581,                0.88163,                0.90939,                0.91984,                0.67126,                0.98162,                0.41304,                 1.0693,              0.0028522,              0.0028522,              0.0028522
                    363,                0.77905,                 0.4221,                 1.0604,                0.88329,                0.90961,                0.92002,                0.67105,                0.98188,                0.41238,                 1.0688,              0.0028324,              0.0028324,              0.0028324
                    364,                0.78111,                 0.4201,                   1.06,                0.88562,                0.90939,                 0.9196,                0.67079,                0.98182,                0.41306,                 1.0689,              0.0028126,              0.0028126,              0.0028126
                    365,                0.78032,                 0.4236,                 1.0626,                0.88547,                0.90762,                0.92006,                0.67087,                0.98184,                0.41223,                 1.0682,              0.0027928,              0.0027928,              0.0027928
                    366,                0.77777,                0.42242,                 1.0549,                0.88544,                0.90762,                0.91874,                0.67114,                0.98152,                0.41233,                 1.0671,               0.002773,               0.002773,               0.002773
                    367,                0.77686,                0.42301,                 1.0611,                0.88376,                0.90785,                0.91849,                0.67167,                0.98026,                0.41246,                 1.0663,              0.0027532,              0.0027532,              0.0027532
                    368,                 0.7776,                0.42452,                 1.0547,                0.88315,                0.90782,                0.92095,                 0.6714,                 0.9803,                 0.4126,                  1.066,              0.0027334,              0.0027334,              0.0027334
                    369,                0.77817,                 0.4233,                 1.0571,                0.88071,                0.90775,                 0.9212,                0.67161,                0.98051,                0.41294,                 1.0657,              0.0027136,              0.0027136,              0.0027136
                    370,                0.77209,                 0.4205,                 1.0595,                 0.8798,                0.90758,                0.92034,                0.67238,                0.98038,                 0.4129,                 1.0658,              0.0026938,              0.0026938,              0.0026938
                    371,                0.77473,                0.41621,                 1.0576,                0.88174,                0.90755,                 0.9199,                0.67146,                0.98043,                0.41252,                 1.0655,               0.002674,               0.002674,               0.002674
                    372,                0.77507,                0.42287,                 1.0681,                0.88319,                0.90563,                0.91955,                0.67185,                0.98056,                0.41271,                 1.0663,              0.0026542,              0.0026542,              0.0026542
                    373,                0.77416,                0.42256,                 1.0681,                0.88785,                0.90386,                0.91966,                0.67283,                0.98039,                0.41262,                 1.0667,              0.0026344,              0.0026344,              0.0026344
                    374,                0.77077,                 0.4182,                 1.0543,                 0.8854,                0.90756,                0.91957,                0.67158,                0.98031,                 0.4121,                 1.0665,              0.0026146,              0.0026146,              0.0026146
                    375,                0.76964,                 0.4194,                  1.062,                0.88598,                0.90625,                0.91998,                0.67191,                0.98111,                0.41226,                 1.0666,              0.0025948,              0.0025948,              0.0025948
                    376,                0.76905,                0.41756,                 1.0652,                0.88458,                0.90525,                0.92009,                0.67072,                0.98246,                0.41266,                 1.0682,               0.002575,               0.002575,               0.002575
                    377,                0.77634,                0.42379,                 1.0723,                0.88549,                0.90517,                 0.9203,                0.67186,                0.98342,                0.41314,                 1.0698,              0.0025552,              0.0025552,              0.0025552
                    378,                0.76716,                0.41677,                 1.0596,                0.88935,                0.90496,                0.92057,                0.67172,                0.98335,                0.41339,                 1.0696,              0.0025354,              0.0025354,              0.0025354
                    379,                0.76671,                0.41619,                 1.0469,                0.88663,                 0.9054,                0.92073,                0.67161,                0.98395,                0.41267,                 1.0686,              0.0025156,              0.0025156,              0.0025156
                    380,                0.76401,                0.41201,                 1.0508,                0.88373,                 0.9081,                 0.9201,                0.67083,                0.98461,                0.41352,                 1.0684,              0.0024958,              0.0024958,              0.0024958
                    381,                0.76824,                0.41859,                  1.061,                0.88443,                0.90753,                0.92043,                0.66968,                 0.9846,                0.41354,                 1.0681,               0.002476,               0.002476,               0.002476
                    382,                0.77141,                0.42152,                 1.0649,                0.88575,                0.90494,                0.91953,                0.66977,                 0.9848,                0.41361,                 1.0684,              0.0024562,              0.0024562,              0.0024562
                    383,                0.76793,                0.41589,                 1.0591,                0.88415,                0.90893,                 0.9195,                0.67059,                0.98439,                0.41325,                  1.068,              0.0024364,              0.0024364,              0.0024364
                    384,                0.76443,                0.41142,                 1.0547,                0.88596,                0.90848,                0.91901,                0.67083,                0.98445,                0.41308,                 1.0675,              0.0024166,              0.0024166,              0.0024166
                    385,                 0.7639,                 0.4132,                 1.0578,                 0.8843,                0.90965,                 0.9192,                 0.6704,                0.98423,                 0.4133,                 1.0676,              0.0023968,              0.0023968,              0.0023968
                    386,                0.76307,                0.41036,                 1.0538,                0.88797,                0.90494,                0.91912,                0.66867,                0.98479,                0.41388,                  1.068,               0.002377,               0.002377,               0.002377
                    387,                 0.7615,                0.41063,                 1.0461,                0.88994,                0.90364,                0.91781,                0.66815,                0.98454,                0.41404,                 1.0677,              0.0023572,              0.0023572,              0.0023572
                    388,                0.76671,                0.41576,                 1.0499,                0.88667,                0.90517,                 0.9181,                0.66732,                0.98452,                0.41457,                 1.0672,              0.0023374,              0.0023374,              0.0023374
                    389,                0.76227,                0.41148,                 1.0481,                0.89042,                0.90495,                0.91761,                0.66736,                0.98427,                0.41506,                 1.0668,              0.0023176,              0.0023176,              0.0023176
                    390,                0.76098,                0.41141,                 1.0503,                0.88684,                0.90517,                0.91818,                0.66769,                0.98401,                0.41555,                 1.0663,              0.0022978,              0.0022978,              0.0022978
                    391,                0.75802,                0.40871,                 1.0471,                0.88537,                0.90574,                0.91795,                0.66769,                0.98376,                0.41572,                 1.0655,               0.002278,               0.002278,               0.002278
                    392,                0.75649,                0.40906,                 1.0427,                0.88552,                0.90686,                0.91746,                0.66757,                  0.984,                0.41601,                 1.0651,              0.0022582,              0.0022582,              0.0022582
                    393,                0.75954,                0.41082,                  1.055,                0.88571,                0.90965,                0.91784,                0.66793,                0.98445,                0.41628,                 1.0651,              0.0022384,              0.0022384,              0.0022384
                    394,                 0.7608,                0.40746,                 1.0468,                0.88426,                0.90961,                 0.9181,                 0.6677,                0.98438,                0.41628,                 1.0642,              0.0022186,              0.0022186,              0.0022186
                    395,                0.75615,                0.40918,                 1.0472,                0.88167,                0.90961,                0.91719,                0.66737,                0.98489,                0.41644,                 1.0638,              0.0021988,              0.0021988,              0.0021988
                    396,                0.75304,                0.40631,                 1.0427,                0.88272,                0.90961,                0.91688,                0.66706,                0.98509,                0.41602,                 1.0635,               0.002179,               0.002179,               0.002179
                    397,                0.75083,                0.40708,                 1.0381,                0.88437,                 0.9095,                0.91652,                0.66776,                0.98499,                 0.4163,                 1.0626,              0.0021592,              0.0021592,              0.0021592
                    398,                0.75574,                0.40967,                 1.0539,                0.88186,                0.90763,                0.91675,                0.66896,                0.98476,                 0.4163,                  1.063,              0.0021394,              0.0021394,              0.0021394
                    399,                 0.7514,                0.40916,                 1.0566,                0.88134,                0.90786,                0.91667,                0.66908,                0.98509,                0.41689,                 1.0641,              0.0021196,              0.0021196,              0.0021196
                    400,                0.75784,                0.40786,                 1.0465,                0.88053,                0.90743,                0.91622,                0.66778,                0.98533,                0.41671,                 1.0642,              0.0020998,              0.0020998,              0.0020998
                    401,                 0.7529,                0.40637,                 1.0424,                0.87815,                0.91184,                0.91634,                0.66828,                0.98528,                0.41642,                 1.0642,                0.00208,                0.00208,                0.00208
                    402,                0.75009,                0.40435,                 1.0437,                0.87615,                0.91188,                0.91645,                 0.6682,                 0.9854,                0.41622,                 1.0645,              0.0020602,              0.0020602,              0.0020602
                    403,                0.75018,                0.40441,                 1.0423,                0.87593,                0.91409,                0.91641,                0.66849,                0.98531,                0.41612,                 1.0644,              0.0020404,              0.0020404,              0.0020404
                    404,                0.74781,                0.40316,                 1.0419,                0.87661,                0.91369,                0.91599,                0.66871,                0.98524,                0.41605,                 1.0641,              0.0020206,              0.0020206,              0.0020206
                    405,                0.75223,                0.40502,                 1.0518,                0.87313,                0.91713,                0.91629,                0.66772,                0.98468,                0.41614,                 1.0644,              0.0020008,              0.0020008,              0.0020008
                    406,                0.74809,                0.40322,                 1.0513,                0.87293,                0.91692,                0.91598,                0.66778,                 0.9846,                0.41613,                 1.0647,               0.001981,               0.001981,               0.001981
                    407,                0.74943,                0.40332,                 1.0535,                0.87327,                0.91691,                0.91543,                0.66729,                0.98423,                0.41646,                 1.0651,              0.0019612,              0.0019612,              0.0019612
                    408,                0.74733,                  0.404,                 1.0435,                0.87196,                0.91692,                0.91492,                0.66722,                0.98407,                0.41595,                 1.0649,              0.0019414,              0.0019414,              0.0019414
                    409,                0.74041,                0.39994,                 1.0326,                0.87067,                0.91768,                0.91486,                0.66774,                0.98307,                0.41565,                 1.0638,              0.0019216,              0.0019216,              0.0019216
                    410,                0.74615,                0.40531,                 1.0413,                0.87179,                 0.9189,                0.91525,                0.66711,                0.98325,                 0.4149,                 1.0633,              0.0019018,              0.0019018,              0.0019018
                    411,                0.74021,                0.39797,                 1.0436,                0.86835,                0.92302,                0.91519,                0.66731,                0.98318,                0.41479,                  1.063,               0.001882,               0.001882,               0.001882
                    412,                 0.7422,                 0.4005,                  1.043,                0.87035,                0.91492,                0.91498,                 0.6679,                0.98239,                0.41501,                 1.0626,              0.0018622,              0.0018622,              0.0018622
                    413,                0.74356,                0.40058,                 1.0503,                0.87172,                0.91361,                 0.9154,                0.66774,                0.98269,                 0.4155,                 1.0631,              0.0018424,              0.0018424,              0.0018424
                    414,                0.73874,                0.39864,                 1.0414,                0.86888,                0.91828,                0.91592,                0.66807,                0.98259,                0.41582,                 1.0621,              0.0018226,              0.0018226,              0.0018226
                    415,                0.73893,                0.39886,                 1.0341,                0.86832,                0.91748,                 0.9157,                0.66813,                0.98271,                0.41621,                 1.0614,              0.0018028,              0.0018028,              0.0018028
                    416,                0.73697,                0.39747,                 1.0368,                0.86845,                0.91737,                0.91572,                0.66786,                0.98281,                0.41585,                 1.0609,               0.001783,               0.001783,               0.001783
                    417,                0.73794,                0.39696,                 1.0309,                0.87119,                0.91493,                0.91585,                0.66721,                 0.9832,                0.41594,                 1.0607,              0.0017632,              0.0017632,              0.0017632
                    418,                0.73409,                0.39553,                 1.0393,                0.87666,                0.90788,                0.91564,                0.66823,                 0.9835,                0.41633,                 1.0604,              0.0017434,              0.0017434,              0.0017434
                    419,                 0.7368,                0.39987,                 1.0535,                0.87995,                0.90719,                0.91533,                  0.668,                0.98461,                0.41737,                 1.0615,              0.0017236,              0.0017236,              0.0017236
                    420,                0.73481,                0.39464,                 1.0427,                 0.8799,                0.90739,                0.91562,                0.66718,                0.98494,                0.41788,                 1.0617,              0.0017038,              0.0017038,              0.0017038
                    421,                0.73619,                0.39766,                 1.0464,                0.87856,                0.90739,                0.91473,                0.66751,                0.98595,                0.41768,                 1.0623,               0.001684,               0.001684,               0.001684
                    422,                0.73456,                0.39572,                 1.0444,                0.87529,                0.90939,                0.91473,                0.66709,                0.98657,                 0.4174,                 1.0628,              0.0016642,              0.0016642,              0.0016642
                    423,                0.73076,                0.39318,                 1.0445,                0.87583,                0.90916,                  0.915,                0.66786,                0.98685,                0.41741,                 1.0631,              0.0016444,              0.0016444,              0.0016444
                    424,                0.73527,                0.39611,                 1.0436,                0.87701,                0.90959,                0.91499,                0.66742,                0.98744,                0.41688,                 1.0635,              0.0016246,              0.0016246,              0.0016246
                    425,                0.73276,                0.39319,                 1.0326,                0.87688,                0.90977,                0.91465,                0.66744,                0.98771,                0.41694,                 1.0628,              0.0016048,              0.0016048,              0.0016048
                    426,                0.73257,                0.39269,                 1.0357,                0.87666,                0.90768,                0.91412,                0.66733,                0.98759,                0.41695,                 1.0625,               0.001585,               0.001585,               0.001585
                    427,                0.72695,                0.38954,                 1.0352,                0.87511,                0.90585,                0.91444,                0.66725,                0.98772,                 0.4174,                 1.0627,              0.0015652,              0.0015652,              0.0015652
                    428,                0.72985,                0.39195,                 1.0351,                0.87678,                0.90585,                 0.9147,                0.66615,                0.98787,                0.41845,                 1.0626,              0.0015454,              0.0015454,              0.0015454
                    429,                0.72465,                0.38829,                 1.0355,                0.87959,                0.90365,                0.91478,                0.66605,                0.98823,                0.41844,                 1.0632,              0.0015256,              0.0015256,              0.0015256
                    430,                0.72661,                 0.3881,                 1.0345,                0.87748,                0.90494,                0.91476,                0.66623,                0.98848,                0.41822,                 1.0636,              0.0015058,              0.0015058,              0.0015058
                    431,                0.72858,                0.39197,                 1.0333,                0.87697,                0.90494,                0.91473,                0.66734,                0.98841,                0.41836,                 1.0626,               0.001486,               0.001486,               0.001486
                    432,                0.72548,                0.39015,                 1.0323,                0.87528,                0.90714,                0.91449,                0.66664,                0.98896,                0.41885,                 1.0618,              0.0014662,              0.0014662,              0.0014662
                    433,                 0.7238,                 0.3883,                  1.037,                0.87576,                0.90489,                0.91335,                0.66631,                0.98982,                0.41936,                 1.0627,              0.0014464,              0.0014464,              0.0014464
                    434,                0.72516,                0.38864,                 1.0316,                 0.8751,                0.90775,                0.91342,                0.66607,                0.99062,                0.41986,                 1.0627,              0.0014266,              0.0014266,              0.0014266
                    435,                0.72304,                0.38764,                 1.0339,                0.88008,                0.90443,                0.91377,                0.66539,                0.99046,                0.41996,                 1.0626,              0.0014068,              0.0014068,              0.0014068
                    436,                0.71942,                0.38926,                 1.0389,                0.87378,                0.91168,                0.91323,                0.66577,                 0.9904,                0.42038,                 1.0633,               0.001387,               0.001387,               0.001387
                    437,                0.72216,                0.38763,                  1.033,                0.87539,                0.91201,                0.91333,                0.66673,                0.99049,                0.41979,                 1.0627,              0.0013672,              0.0013672,              0.0013672
                    438,                0.71881,                0.38505,                 1.0293,                0.87543,                0.91201,                  0.913,                0.66646,                0.99083,                0.41984,                 1.0629,              0.0013474,              0.0013474,              0.0013474
                    439,                0.71854,                0.38222,                 1.0271,                0.87405,                0.91224,                0.91279,                0.66598,                0.99068,                0.42042,                 1.0624,              0.0013276,              0.0013276,              0.0013276
                    440,                0.71625,                0.38295,                 1.0218,                0.87441,                0.91224,                0.91195,                0.66523,                  0.991,                0.42091,                 1.0619,              0.0013078,              0.0013078,              0.0013078
                    441,                0.70819,                 0.3804,                 1.0223,                0.87323,                0.91269,                0.91252,                0.66584,                0.99188,                 0.4219,                 1.0621,               0.001288,               0.001288,               0.001288
                    442,                0.71267,                0.38043,                 1.0245,                0.87368,                0.91423,                 0.9121,                0.66563,                0.99272,                0.42254,                 1.0624,              0.0012682,              0.0012682,              0.0012682
                    443,                0.71373,                0.38312,                  1.034,                0.87551,                0.91246,                 0.9121,                0.66512,                 0.9932,                0.42376,                 1.0629,              0.0012484,              0.0012484,              0.0012484
                    444,                 0.7142,                0.38078,                  1.031,                0.87549,                0.91201,                0.91159,                0.66446,                0.99304,                0.42453,                 1.0627,              0.0012286,              0.0012286,              0.0012286
                    445,                0.70883,                0.37973,                 1.0266,                0.87634,                0.91024,                0.91212,                 0.6646,                0.99288,                 0.4252,                 1.0624,              0.0012088,              0.0012088,              0.0012088
                    446,                0.71156,                0.38069,                 1.0289,                0.87594,                0.91024,                0.91173,                0.66383,                0.99257,                0.42549,                 1.0617,               0.001189,               0.001189,               0.001189
                    447,                0.70717,                0.37922,                 1.0286,                0.87237,                 0.9147,                0.91182,                0.66355,                0.99313,                0.42614,                 1.0619,              0.0011692,              0.0011692,              0.0011692
                    448,                0.70625,                 0.3792,                 1.0256,                0.87291,                0.91246,                0.91157,                0.66395,                0.99323,                0.42603,                 1.0617,              0.0011494,              0.0011494,              0.0011494
                    449,                 0.7089,                0.37958,                 1.0254,                0.87145,                0.91249,                0.91206,                0.66338,                0.99395,                0.42643,                 1.0615,              0.0011296,              0.0011296,              0.0011296
                    450,                0.70249,                0.37798,                 1.0212,                0.87204,                0.91246,                0.91136,                0.66234,                0.99419,                0.42767,                 1.0609,              0.0011098,              0.0011098,              0.0011098
                    451,                0.70389,                0.37718,                 1.0166,                0.87516,                0.91165,                0.91056,                0.66234,                0.99397,                0.42778,                 1.0588,                0.00109,                0.00109,                0.00109
                    452,                0.70529,                0.37953,                 1.0244,                0.87761,                0.91068,                0.91031,                0.66234,                0.99416,                0.42803,                 1.0589,              0.0010702,              0.0010702,              0.0010702
                    453,                0.70437,                0.37641,                 1.0254,                0.87663,                0.90825,                0.91077,                0.66269,                0.99432,                0.42853,                 1.0592,              0.0010504,              0.0010504,              0.0010504
                    454,                0.70342,                0.37723,                 1.0256,                0.88117,                0.90788,                0.91081,                0.66193,                0.99447,                 0.4286,                 1.0599,              0.0010306,              0.0010306,              0.0010306
                    455,                0.69757,                0.37317,                 1.0262,                 0.8798,                0.90761,                0.91019,                0.66314,                0.99478,                0.42895,                 1.0618,              0.0010108,              0.0010108,              0.0010108
                    456,                0.69711,                 0.3721,                 1.0281,                0.87875,                0.90779,                0.90983,                0.66129,                0.99539,                0.42915,                 1.0632,               0.000991,               0.000991,               0.000991
                    457,                0.70167,                 0.3753,                 1.0242,                0.87812,                0.90985,                0.90991,                0.66034,                0.99565,                0.42944,                 1.0635,              0.0009712,              0.0009712,              0.0009712
                    458,                 0.6963,                0.37539,                 1.0267,                0.87743,                0.91174,                0.90981,                0.65968,                0.99536,                0.42959,                 1.0645,              0.0009514,              0.0009514,              0.0009514
                    459,                0.69732,                0.37426,                 1.0298,                0.87696,                0.91191,                0.90991,                0.65889,                0.99561,                0.42945,                 1.0659,              0.0009316,              0.0009316,              0.0009316
                    460,                0.69477,                0.37178,                 1.0202,                0.87668,                0.91211,                0.90939,                0.65889,                0.99549,                0.42992,                 1.0658,              0.0009118,              0.0009118,              0.0009118
                    461,                0.69239,                0.36747,                 1.0164,                0.87463,                0.91047,                0.90876,                0.65862,                 0.9956,                0.42992,                 1.0658,               0.000892,               0.000892,               0.000892
                    462,                0.68924,                 0.3685,                 1.0145,                 0.8757,                0.91178,                 0.9087,                0.65854,                0.99623,                 0.4299,                 1.0655,              0.0008722,              0.0008722,              0.0008722
