                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.89238,                0.49902,                 1.1319,                0.87493,                0.92198,                 0.9167,                0.66321,                0.99206,                0.41374,                 1.0964,              0.0071488,              0.0071488,              0.0071488
                    146,                 0.8865,                0.49956,                  1.116,                0.87164,                0.92514,                0.91715,                0.66444,                0.99176,                0.41349,                 1.0965,               0.007129,               0.007129,               0.007129
                    147,                0.88446,                0.50035,                 1.1272,                0.87328,                0.92244,                0.91739,                0.66537,                0.99056,                0.41296,                 1.0964,              0.0071092,              0.0071092,              0.0071092
                    148,                0.89221,                 0.5002,                 1.1324,                0.87343,                0.92198,                0.91754,                0.66497,                0.99092,                0.41349,                 1.0965,              0.0070894,              0.0070894,              0.0070894
                    149,                0.88871,                0.49692,                 1.1226,                0.87469,                0.92222,                0.91767,                0.66557,                0.99079,                0.41359,                 1.0962,              0.0070696,              0.0070696,              0.0070696
                    150,                0.88553,                0.49697,                  1.119,                0.87529,                0.92198,                0.91808,                0.66626,                0.99045,                0.41329,                 1.0955,              0.0070498,              0.0070498,              0.0070498
                    151,                 0.8878,                0.49928,                 1.1181,                0.87714,                0.92022,                0.91769,                0.66676,                0.98964,                0.41306,                 1.0942,                0.00703,                0.00703,                0.00703
                    152,                0.88671,                0.50017,                 1.1198,                0.87733,                0.92244,                0.91789,                0.66625,                0.98907,                0.41237,                  1.093,              0.0070102,              0.0070102,              0.0070102
                    153,                0.88679,                0.49789,                  1.117,                0.87731,                0.92325,                0.91815,                0.66651,                0.98866,                0.41229,                 1.0919,              0.0069904,              0.0069904,              0.0069904
                    154,                0.88756,                0.49964,                 1.1261,                0.87743,                0.92448,                 0.9182,                0.66578,                0.98852,                0.41217,                 1.0916,              0.0069706,              0.0069706,              0.0069706
                    155,                0.88557,                0.49659,                 1.1175,                 0.8783,                 0.9242,                0.91913,                0.66562,                0.98871,                0.41239,                 1.0913,              0.0069508,              0.0069508,              0.0069508
                    156,                0.88825,                0.49928,                 1.1086,                0.87979,                0.92244,                0.91801,                0.66552,                0.98853,                0.41176,                 1.0897,               0.006931,               0.006931,               0.006931
                    157,                0.88972,                0.49893,                 1.1221,                0.87998,                0.92044,                0.91783,                0.66544,                 0.9885,                0.41144,                 1.0899,              0.0069112,              0.0069112,              0.0069112
                    158,                 0.8819,                0.49408,                 1.1148,                0.87924,                 0.9243,                0.91757,                0.66628,                0.98896,                0.41229,                 1.0895,              0.0068914,              0.0068914,              0.0068914
                    159,                0.88271,                0.49522,                 1.1196,                0.87922,                0.92406,                0.91756,                0.66593,                0.98851,                0.41211,                 1.0898,              0.0068716,              0.0068716,              0.0068716
                    160,                0.88321,                0.49504,                 1.1167,                0.87985,                0.92398,                0.91714,                0.66594,                0.98791,                0.41167,                 1.0889,              0.0068518,              0.0068518,              0.0068518
                    161,                0.88509,                0.49949,                 1.1213,                0.87993,                0.92419,                0.91759,                0.66701,                0.98769,                0.41107,                 1.0889,               0.006832,               0.006832,               0.006832
                    162,                0.88221,                0.49717,                 1.1197,                0.87856,                 0.9242,                0.91686,                0.66599,                0.98751,                0.41088,                 1.0892,              0.0068122,              0.0068122,              0.0068122
                    163,                0.88472,                0.49814,                 1.1205,                0.87944,                0.92244,                0.91725,                0.66719,                0.98739,                0.41074,                 1.0893,              0.0067924,              0.0067924,              0.0067924
                    164,                 0.8816,                0.49591,                 1.1215,                0.88134,                0.92244,                0.91773,                0.66765,                0.98803,                0.41122,                 1.0902,              0.0067726,              0.0067726,              0.0067726
                    165,                0.87871,                0.49827,                 1.1246,                0.88048,                0.92067,                0.91763,                0.66631,                 0.9886,                0.41115,                 1.0912,              0.0067528,              0.0067528,              0.0067528
                    166,                0.88157,                0.49832,                 1.1156,                0.88068,                0.92067,                 0.9175,                0.66621,                 0.9889,                0.41071,                 1.0911,               0.006733,               0.006733,               0.006733
                    167,                0.88093,                0.49356,                 1.1226,                0.88101,                0.92067,                0.91834,                0.66599,                0.98845,                0.41012,                 1.0909,              0.0067132,              0.0067132,              0.0067132
                    168,                0.87952,                0.49384,                 1.1182,                0.88048,                0.92067,                0.91773,                0.66606,                0.98799,                0.41015,                 1.0908,              0.0066934,              0.0066934,              0.0066934
                    169,                0.87774,                0.49453,                 1.1257,                0.88284,                0.92067,                0.91714,                0.66621,                0.98837,                0.41044,                 1.0917,              0.0066736,              0.0066736,              0.0066736
                    170,                0.87722,                0.49222,                 1.1258,                0.88387,                0.92123,                0.91649,                0.66568,                0.98826,                 0.4108,                 1.0922,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.8775,                0.49745,                 1.1328,                 0.8839,                 0.9206,                 0.9166,                0.66538,                0.98791,                0.41084,                 1.0931,               0.006634,               0.006634,               0.006634
                    172,                0.88377,                0.49569,                 1.1193,                0.88387,                0.92232,                0.91768,                0.66627,                0.98785,                0.41051,                 1.0928,              0.0066142,              0.0066142,              0.0066142
                    173,                0.87674,                0.48898,                 1.1287,                0.88395,                0.91617,                0.91717,                0.66648,                 0.9873,                0.41058,                 1.0933,              0.0065944,              0.0065944,              0.0065944
                    174,                0.87706,                0.49418,                 1.1209,                0.88413,                0.91697,                0.91705,                 0.6671,                0.98734,                0.41012,                 1.0932,              0.0065746,              0.0065746,              0.0065746
                    175,                 0.8727,                0.48748,                 1.1128,                0.88289,                0.91709,                0.91737,                0.66804,                0.98788,                0.40991,                  1.093,              0.0065548,              0.0065548,              0.0065548
                    176,                0.87472,                0.49089,                 1.1202,                0.88215,                0.91714,                0.91796,                0.66831,                0.98783,                0.41013,                  1.093,               0.006535,               0.006535,               0.006535
                    177,                0.87585,                0.48887,                 1.1236,                 0.8814,                0.91714,                0.91849,                0.66799,                0.98749,                0.40943,                  1.093,              0.0065152,              0.0065152,              0.0065152
                    178,                 0.8739,                0.49062,                  1.119,                0.88062,                0.91732,                0.91805,                0.66795,                0.98735,                0.40955,                 1.0934,              0.0064954,              0.0064954,              0.0064954
                    179,                0.87437,                0.49217,                 1.1125,                0.88019,                0.91648,                0.91823,                0.66838,                0.98671,                0.40928,                 1.0929,              0.0064756,              0.0064756,              0.0064756
                    180,                0.87421,                0.49081,                 1.1212,                0.87757,                0.91621,                0.91828,                0.66662,                0.98686,                0.40948,                 1.0935,              0.0064558,              0.0064558,              0.0064558
                    181,                0.87061,                0.48715,                 1.1122,                0.88053,                0.91292,                0.91804,                0.66698,                0.98771,                0.40966,                 1.0937,               0.006436,               0.006436,               0.006436
                    182,                0.86801,                0.48695,                 1.1092,                0.88086,                0.91491,                0.91781,                 0.6677,                0.98762,                 0.4093,                 1.0926,              0.0064162,              0.0064162,              0.0064162
                    183,                0.87682,                0.49067,                 1.1291,                0.88157,                0.91315,                0.91762,                0.66734,                0.98722,                0.40927,                  1.093,              0.0063964,              0.0063964,              0.0063964
                    184,                0.87233,                 0.4864,                 1.1178,                0.88182,                0.91315,                0.91853,                0.66748,                0.98737,                0.40883,                 1.0928,              0.0063766,              0.0063766,              0.0063766
                    185,                0.87181,                0.48772,                 1.1109,                0.88116,                0.91617,                0.91843,                0.66685,                0.98748,                0.40845,                 1.0926,              0.0063568,              0.0063568,              0.0063568
                    186,                0.87549,                0.49269,                 1.1312,                0.88059,                0.91691,                0.91835,                 0.6682,                0.98712,                0.40817,                 1.0934,               0.006337,               0.006337,               0.006337
                    187,                0.87372,                0.48652,                 1.1193,                0.87958,                0.91743,                0.91807,                0.66827,                0.98631,                0.40781,                 1.0931,              0.0063172,              0.0063172,              0.0063172
                    188,                0.87384,                0.49194,                 1.1169,                0.87862,                0.91845,                0.91748,                0.66838,                 0.9852,                0.40712,                 1.0923,              0.0062974,              0.0062974,              0.0062974
                    189,                0.86605,                0.48653,                 1.1227,                0.87322,                0.92534,                0.91841,                0.66832,                0.98447,                0.40692,                 1.0924,              0.0062776,              0.0062776,              0.0062776
                    190,                0.87391,                0.48899,                 1.1254,                0.87257,                0.92503,                0.91849,                0.66844,                0.98387,                0.40681,                 1.0924,              0.0062578,              0.0062578,              0.0062578
                    191,                0.86637,                0.48867,                 1.1202,                0.87267,                0.92441,                0.91865,                0.66897,                0.98363,                0.40661,                 1.0924,               0.006238,               0.006238,               0.006238
                    192,                  0.868,                0.48563,                 1.1195,                0.87159,                0.92933,                0.91875,                0.66798,                0.98322,                0.40657,                 1.0921,              0.0062182,              0.0062182,              0.0062182
                    193,                0.86454,                0.48559,                 1.1169,                0.87596,                0.92642,                0.91877,                0.66659,                0.98298,                0.40634,                 1.0918,              0.0061984,              0.0061984,              0.0061984
                    194,                0.86948,                 0.4889,                 1.1131,                0.87557,                 0.9286,                0.91877,                 0.6666,                0.98307,                0.40646,                 1.0914,              0.0061786,              0.0061786,              0.0061786
                    195,                0.86657,                0.48544,                 1.1165,                0.87404,                0.92897,                0.91782,                0.66523,                0.98295,                0.40625,                 1.0912,              0.0061588,              0.0061588,              0.0061588
                    196,                0.86583,                0.48387,                 1.1178,                0.87386,                0.92424,                0.91722,                0.66432,                0.98312,                0.40641,                 1.0911,               0.006139,               0.006139,               0.006139
                    197,                0.86255,                0.48151,                 1.1115,                0.87446,                0.92848,                0.91839,                0.66614,                0.98312,                0.40751,                 1.0911,              0.0061192,              0.0061192,              0.0061192
                    198,                0.86476,                0.48456,                 1.1177,                0.87442,                0.92898,                0.91934,                0.66548,                0.98355,                 0.4071,                 1.0916,              0.0060994,              0.0060994,              0.0060994
                    199,                0.86726,                0.48212,                  1.112,                0.87434,                0.92865,                0.91868,                0.66578,                0.98385,                0.40705,                 1.0916,              0.0060796,              0.0060796,              0.0060796
                    200,                0.86918,                0.48505,                 1.1174,                 0.8729,                0.92888,                0.91788,                0.66623,                0.98398,                0.40771,                  1.092,              0.0060598,              0.0060598,              0.0060598
                    201,                 0.8589,                0.47748,                 1.1135,                 0.8724,                0.92888,                0.91704,                0.66537,                0.98408,                0.40754,                 1.0928,                0.00604,                0.00604,                0.00604
                    202,                0.86502,                0.48055,                 1.1196,                0.87123,                0.92657,                0.91721,                 0.6649,                0.98422,                0.40723,                 1.0932,              0.0060202,              0.0060202,              0.0060202
                    203,                0.86588,                0.48134,                 1.1089,                0.87241,                0.92056,                0.91708,                0.66426,                0.98485,                0.40764,                 1.0927,              0.0060004,              0.0060004,              0.0060004
                    204,                0.86614,                0.48296,                 1.1163,                0.87063,                0.92066,                0.91764,                 0.6643,                0.98483,                0.40749,                 1.0925,              0.0059806,              0.0059806,              0.0059806
                    205,                0.86179,                0.47873,                 1.1121,                0.86969,                0.92812,                0.91723,                 0.6651,                0.98546,                0.40808,                 1.0926,              0.0059608,              0.0059608,              0.0059608
                    206,                0.85997,                0.47788,                 1.1222,                0.87026,                0.92646,                 0.9178,                0.66652,                0.98527,                0.40797,                 1.0938,               0.005941,               0.005941,               0.005941
                    207,                0.86429,                0.48096,                 1.1156,                0.86883,                0.92916,                0.91819,                0.66656,                0.98541,                 0.4081,                 1.0942,              0.0059212,              0.0059212,              0.0059212
                    208,                0.86436,                0.48023,                 1.1104,                0.86872,                0.92888,                0.91775,                0.66483,                0.98542,                0.40759,                 1.0946,              0.0059014,              0.0059014,              0.0059014
                    209,                 0.8573,                0.48141,                 1.1067,                0.86861,                0.92888,                0.91832,                 0.6651,                0.98603,                0.40799,                 1.0945,              0.0058816,              0.0058816,              0.0058816
                    210,                0.86023,                0.47908,                 1.1074,                0.86759,                0.92911,                 0.9179,                0.66433,                0.98625,                0.40789,                 1.0944,              0.0058618,              0.0058618,              0.0058618
                    211,                0.86049,                0.47968,                 1.1059,                0.86891,                0.92688,                0.91844,                0.66517,                0.98591,                0.40783,                 1.0933,               0.005842,               0.005842,               0.005842
                    212,                0.85939,                0.47637,                 1.1044,                0.87054,                0.92842,                0.91922,                0.66477,                0.98547,                0.40703,                 1.0925,              0.0058222,              0.0058222,              0.0058222
                    213,                0.85739,                0.47841,                 1.0992,                0.86929,                0.92443,                0.91886,                0.66546,                0.98557,                0.40686,                 1.0917,              0.0058024,              0.0058024,              0.0058024
                    214,                0.85708,                0.47654,                 1.1053,                0.87028,                0.92534,                0.91876,                0.66545,                 0.9856,                0.40697,                 1.0916,              0.0057826,              0.0057826,              0.0057826
                    215,                0.85927,                0.47879,                  1.111,                 0.8706,                0.92661,                0.91814,                0.66471,                  0.986,                0.40679,                  1.092,              0.0057628,              0.0057628,              0.0057628
                    216,                0.85884,                0.47886,                 1.1108,                0.87147,                0.92423,                0.91813,                0.66493,                0.98595,                0.40708,                 1.0918,               0.005743,               0.005743,               0.005743
                    217,                0.85767,                 0.4773,                 1.0978,                0.87434,                0.92556,                0.91814,                 0.6663,                0.98551,                0.40711,                  1.091,              0.0057232,              0.0057232,              0.0057232
                    218,                0.85792,                 0.4753,                 1.1019,                0.87487,                0.92552,                0.91819,                0.66619,                0.98521,                0.40695,                 1.0905,              0.0057034,              0.0057034,              0.0057034
                    219,                0.85672,                0.47765,                 1.1137,                0.87551,                0.92523,                0.91808,                0.66648,                0.98473,                0.40653,                 1.0907,              0.0056836,              0.0056836,              0.0056836
                    220,                0.85702,                0.47593,                 1.1092,                0.87563,                0.92565,                0.91702,                0.66442,                0.98495,                0.40649,                 1.0907,              0.0056638,              0.0056638,              0.0056638
                    221,                0.85857,                0.47785,                 1.1075,                0.87542,                 0.9255,                0.91751,                0.66488,                0.98562,                0.40691,                 1.0905,               0.005644,               0.005644,               0.005644
                    222,                0.85721,                0.47361,                 1.1041,                0.87451,                0.92597,                0.91728,                0.66508,                0.98573,                0.40683,                 1.0904,              0.0056242,              0.0056242,              0.0056242
                    223,                0.85788,                0.47738,                 1.1128,                0.87503,                0.92297,                 0.9183,                0.66488,                0.98647,                0.40716,                  1.091,              0.0056044,              0.0056044,              0.0056044
                    224,                0.85588,                 0.4774,                  1.106,                0.87513,                0.92345,                0.91771,                0.66429,                0.98641,                0.40688,                 1.0911,              0.0055846,              0.0055846,              0.0055846
                    225,                0.85413,                0.47671,                 1.1059,                0.87457,                0.92258,                 0.9178,                0.66433,                0.98629,                0.40696,                 1.0908,              0.0055648,              0.0055648,              0.0055648
                    226,                0.85751,                0.47669,                 1.1057,                0.87467,                0.92314,                0.91808,                0.66429,                0.98714,                0.40699,                 1.0906,               0.005545,               0.005545,               0.005545
                    227,                0.85345,                0.47544,                 1.0967,                0.87425,                0.92346,                0.91846,                0.66425,                0.98705,                0.40723,                 1.0889,              0.0055252,              0.0055252,              0.0055252
                    228,                0.85163,                0.46824,                 1.0984,                0.87299,                 0.9242,                0.91721,                0.66256,                 0.9875,                0.40712,                  1.088,              0.0055054,              0.0055054,              0.0055054
                    229,                0.85211,                0.47373,                 1.0964,                0.87278,                0.92398,                0.91669,                0.66233,                0.98763,                0.40823,                 1.0872,              0.0054856,              0.0054856,              0.0054856
                    230,                0.84847,                0.47197,                 1.1053,                0.87343,                0.92396,                0.91704,                 0.6621,                0.98766,                0.40789,                 1.0873,              0.0054658,              0.0054658,              0.0054658
                    231,                0.85278,                0.47307,                 1.1047,                0.87314,                0.92375,                0.91751,                0.66251,                0.98749,                0.40786,                 1.0873,               0.005446,               0.005446,               0.005446
                    232,                0.84944,                0.47299,                  1.105,                0.87404,                0.92375,                0.91638,                0.66081,                0.98816,                0.40735,                 1.0879,              0.0054262,              0.0054262,              0.0054262
                    233,                0.84805,                0.47067,                 1.1013,                0.87455,                0.92005,                0.91629,                0.66121,                 0.9877,                0.40719,                 1.0878,              0.0054064,              0.0054064,              0.0054064
                    234,                 0.8457,                0.46876,                 1.0983,                0.87468,                 0.9199,                0.91682,                0.66273,                0.98761,                 0.4071,                 1.0878,              0.0053866,              0.0053866,              0.0053866
                    235,                0.84943,                0.47346,                 1.1072,                0.87443,                0.91642,                 0.9169,                0.66288,                0.98771,                0.40693,                 1.0882,              0.0053668,              0.0053668,              0.0053668
                    236,                0.84838,                0.47338,                 1.0985,                0.87309,                0.91623,                0.91768,                0.66413,                 0.9871,                0.40656,                 1.0872,               0.005347,               0.005347,               0.005347
                    237,                0.84601,                0.47117,                  1.089,                0.87358,                0.91623,                0.91705,                0.66308,                0.98686,                0.40689,                 1.0858,              0.0053272,              0.0053272,              0.0053272
                    238,                0.85047,                0.47348,                 1.1063,                0.87199,                 0.9186,                0.91722,                0.66247,                0.98655,                0.40661,                 1.0857,              0.0053074,              0.0053074,              0.0053074
                    239,                0.84618,                0.47064,                 1.1063,                0.87213,                0.91945,                0.91845,                 0.6638,                0.98554,                0.40642,                  1.086,              0.0052876,              0.0052876,              0.0052876
                    240,                0.84617,                0.46988,                 1.0988,                0.87175,                0.91801,                0.91808,                0.66316,                0.98612,                 0.4065,                 1.0859,              0.0052678,              0.0052678,              0.0052678
                    241,                0.84833,                0.47054,                 1.1022,                0.87183,                0.91898,                0.91823,                0.66322,                0.98589,                0.40702,                 1.0854,               0.005248,               0.005248,               0.005248
                    242,                0.84384,                 0.4716,                 1.1086,                0.87172,                0.91809,                0.91835,                0.66315,                0.98567,                 0.4074,                  1.086,              0.0052282,              0.0052282,              0.0052282
                    243,                0.84705,                0.46794,                 1.1006,                0.87187,                0.91872,                0.91844,                0.66372,                0.98583,                0.40784,                 1.0863,              0.0052084,              0.0052084,              0.0052084
                    244,                0.84571,                0.46675,                 1.0973,                0.87208,                0.91953,                0.91852,                0.66388,                0.98598,                0.40817,                 1.0855,              0.0051886,              0.0051886,              0.0051886
                    245,                0.84851,                  0.471,                 1.1065,                0.87234,                 0.9189,                 0.9189,                0.66482,                0.98616,                0.40818,                 1.0858,              0.0051688,              0.0051688,              0.0051688
                    246,                0.84275,                0.46651,                 1.1073,                0.87225,                 0.9191,                 0.9191,                0.66516,                0.98676,                0.40807,                  1.087,               0.005149,               0.005149,               0.005149
                    247,                0.84328,                  0.469,                  1.104,                0.87043,                0.91913,                0.91981,                0.66576,                0.98688,                0.40753,                 1.0875,              0.0051292,              0.0051292,              0.0051292
                    248,                0.84431,                0.46838,                 1.1054,                0.87059,                 0.9209,                0.92027,                0.66588,                0.98802,                0.40747,                 1.0889,              0.0051094,              0.0051094,              0.0051094
                    249,                0.84469,                0.46601,                 1.1022,                0.87179,                0.92087,                0.92044,                0.66514,                0.98811,                0.40666,                 1.0887,              0.0050896,              0.0050896,              0.0050896
                    250,                0.84524,                0.46766,                 1.0944,                0.87203,                0.92259,                0.92071,                0.66471,                0.98854,                0.40651,                 1.0883,              0.0050698,              0.0050698,              0.0050698
                    251,                0.84668,                 0.4663,                 1.0988,                0.87129,                0.92228,                0.92125,                 0.6643,                0.98915,                0.40635,                 1.0882,                0.00505,                0.00505,                0.00505
                    252,                0.84255,                0.46649,                 1.0918,                0.87193,                0.91892,                0.92135,                0.66472,                0.98954,                0.40619,                  1.088,              0.0050302,              0.0050302,              0.0050302
                    253,                0.84414,                0.46308,                 1.0935,                 0.8706,                0.91745,                0.92066,                0.66568,                0.98965,                0.40615,                 1.0873,              0.0050104,              0.0050104,              0.0050104
                    254,                0.83994,                0.46142,                 1.0902,                0.87163,                0.91907,                0.92082,                0.66776,                0.98915,                0.40626,                 1.0862,              0.0049906,              0.0049906,              0.0049906
                    255,                0.83931,                0.46545,                 1.0889,                0.87227,                0.92044,                0.92094,                0.66744,                 0.9886,                0.40614,                 1.0851,              0.0049708,              0.0049708,              0.0049708
                    256,                0.83932,                0.46086,                 1.0932,                0.87232,                0.91971,                0.92154,                0.66721,                0.98888,                 0.4064,                 1.0845,               0.004951,               0.004951,               0.004951
                    257,                0.84207,                0.46434,                  1.096,                0.87202,                0.91909,                 0.9222,                0.66741,                0.98878,                 0.4054,                 1.0841,              0.0049312,              0.0049312,              0.0049312
                    258,                0.83934,                0.46391,                  1.094,                0.87164,                0.91824,                 0.9221,                0.66589,                0.98944,                0.40581,                 1.0843,              0.0049114,              0.0049114,              0.0049114
                    259,                0.83816,                0.46267,                  1.092,                0.87126,                0.91684,                0.92222,                 0.6661,                0.98923,                0.40535,                 1.0841,              0.0048916,              0.0048916,              0.0048916
                    260,                0.83964,                0.46662,                 1.1019,                0.87097,                0.91506,                0.92265,                0.66739,                0.98874,                0.40493,                 1.0836,              0.0048718,              0.0048718,              0.0048718
                    261,                0.83368,                 0.4614,                 1.1006,                0.87124,                0.91492,                0.92263,                0.66664,                0.98786,                0.40537,                 1.0837,               0.004852,               0.004852,               0.004852
                    262,                0.83981,                0.46896,                 1.0996,                0.87155,                0.91491,                0.92278,                0.66681,                0.98716,                0.40551,                 1.0837,              0.0048322,              0.0048322,              0.0048322
                    263,                0.83577,                0.46185,                 1.0975,                0.87036,                0.91344,                0.92276,                0.66658,                0.98646,                0.40509,                 1.0836,              0.0048124,              0.0048124,              0.0048124
                    264,                0.83594,                0.46334,                 1.1018,                 0.8707,                0.91547,                0.92323,                0.66765,                0.98552,                0.40522,                 1.0837,              0.0047926,              0.0047926,              0.0047926
                    265,                0.83565,                 0.4638,                 1.0932,                0.87245,                0.91469,                0.92404,                0.66861,                0.98506,                0.40434,                 1.0835,              0.0047728,              0.0047728,              0.0047728
                    266,                0.83256,                0.46402,                  1.085,                0.87234,                0.91469,                0.92422,                0.66924,                0.98418,                0.40423,                 1.0825,               0.004753,               0.004753,               0.004753
                    267,                0.82991,                0.45726,                 1.1012,                0.87209,                  0.917,                0.92448,                0.66944,                0.98321,                0.40361,                 1.0828,              0.0047332,              0.0047332,              0.0047332
                    268,                0.83324,                0.45566,                 1.0839,                0.87457,                0.91826,                0.92456,                0.66941,                0.98304,                0.40365,                 1.0822,              0.0047134,              0.0047134,              0.0047134
                    269,                0.83068,                0.46185,                 1.0964,                0.87398,                 0.9189,                0.92498,                0.66981,                0.98277,                0.40365,                 1.0822,              0.0046936,              0.0046936,              0.0046936
                    270,                0.83096,                0.46051,                 1.0908,                 0.8756,                 0.9201,                0.92503,                0.66984,                0.98264,                0.40344,                 1.0824,              0.0046738,              0.0046738,              0.0046738
                    271,                0.83102,                0.45803,                  1.084,                0.87469,                0.92244,                0.92456,                0.66854,                0.98278,                 0.4036,                 1.0818,               0.004654,               0.004654,               0.004654
                    272,                0.82905,                0.45641,                 1.0837,                0.87484,                0.92442,                0.92499,                0.66944,                 0.9821,                0.40344,                 1.0808,              0.0046342,              0.0046342,              0.0046342
                    273,                0.82774,                0.45438,                 1.0935,                0.87469,                0.92372,                0.92452,                0.67002,                0.98196,                0.40336,                 1.0807,              0.0046144,              0.0046144,              0.0046144
                    274,                0.82942,                0.45597,                 1.0937,                 0.8747,                0.92211,                0.92471,                0.67006,                0.98167,                0.40331,                 1.0811,              0.0045946,              0.0045946,              0.0045946
                    275,                0.82991,                0.45308,                 1.0839,                 0.8747,                0.92082,                0.92465,                0.66952,                0.98159,                0.40302,                 1.0806,              0.0045748,              0.0045748,              0.0045748
                    276,                0.82727,                  0.454,                 1.0807,                 0.8756,                0.92078,                0.92458,                0.66943,                0.98091,                0.40282,                 1.0798,               0.004555,               0.004555,               0.004555
                    277,                0.82842,                0.45575,                 1.0875,                0.87534,                0.91918,                0.92523,                0.67023,                0.98099,                 0.4025,                 1.0789,              0.0045352,              0.0045352,              0.0045352
                    278,                0.82677,                0.45274,                 1.0893,                 0.8741,                0.91844,                0.92469,                0.67006,                0.98083,                0.40203,                 1.0794,              0.0045154,              0.0045154,              0.0045154
                    279,                0.82671,                0.45403,                 1.0765,                0.87498,                0.92054,                0.92472,                0.67007,                0.98077,                0.40246,                  1.079,              0.0044956,              0.0044956,              0.0044956
                    280,                0.82759,                0.45519,                 1.0762,                0.87358,                 0.9189,                 0.9243,                0.66946,                0.98098,                0.40292,                 1.0776,              0.0044758,              0.0044758,              0.0044758
                    281,                0.82418,                0.45176,                  1.079,                0.87576,                0.91645,                0.92406,                0.67001,                 0.9811,                0.40331,                 1.0766,               0.004456,               0.004456,               0.004456
                    282,                0.82576,                0.45275,                  1.077,                0.87595,                0.91655,                 0.9235,                0.66966,                0.98104,                0.40366,                 1.0756,              0.0044362,              0.0044362,              0.0044362
                    283,                 0.8274,                0.45613,                 1.0852,                0.87649,                0.91597,                0.92324,                0.66925,                0.98121,                0.40395,                 1.0753,              0.0044164,              0.0044164,              0.0044164
                    284,                0.82542,                 0.4574,                 1.0873,                0.87463,                0.91417,                0.92277,                0.66785,                0.98181,                0.40397,                 1.0756,              0.0043966,              0.0043966,              0.0043966
                    285,                0.82564,                0.45083,                 1.0839,                0.87732,                0.91269,                0.92256,                0.66785,                0.98144,                0.40444,                 1.0751,              0.0043768,              0.0043768,              0.0043768
                    286,                 0.8268,                0.45187,                  1.081,                0.87437,                0.91526,                0.92223,                0.66817,                 0.9816,                0.40459,                 1.0745,               0.004357,               0.004357,               0.004357
                    287,                0.81824,                0.45271,                 1.0783,                0.87619,                0.91326,                0.92228,                0.66887,                0.98133,                0.40439,                 1.0736,              0.0043372,              0.0043372,              0.0043372
                    288,                 0.8214,                0.45251,                 1.0811,                0.87351,                0.91724,                0.92181,                0.66802,                0.98158,                0.40541,                 1.0729,              0.0043174,              0.0043174,              0.0043174
                    289,                0.82395,                0.45037,                 1.0784,                0.87325,                0.91868,                0.92172,                0.66861,                0.98187,                0.40552,                 1.0719,              0.0042976,              0.0042976,              0.0042976
                    290,                0.82265,                0.45091,                 1.0791,                0.87551,                 0.9206,                0.92174,                 0.6687,                0.98225,                 0.4051,                 1.0721,              0.0042778,              0.0042778,              0.0042778
                    291,                0.81992,                0.45013,                 1.0745,                0.87756,                0.91627,                0.92127,                 0.6675,                0.98244,                0.40486,                 1.0716,               0.004258,               0.004258,               0.004258
                    292,                0.81945,                0.44892,                 1.0717,                0.87817,                0.91623,                0.92143,                0.66784,                0.98237,                0.40519,                 1.0698,              0.0042382,              0.0042382,              0.0042382
                    293,                0.82009,                0.45185,                 1.0755,                0.87825,                0.91645,                0.92151,                0.66857,                0.98271,                0.40573,                 1.0694,              0.0042184,              0.0042184,              0.0042184
                    294,                0.81799,                 0.4494,                 1.0808,                0.87797,                0.91658,                0.92152,                0.66964,                0.98212,                0.40531,                  1.069,              0.0041986,              0.0041986,              0.0041986
                    295,                0.81732,                0.44864,                 1.0673,                0.87803,                0.91735,                 0.9213,                0.66958,                0.98307,                0.40508,                 1.0684,              0.0041788,              0.0041788,              0.0041788
                    296,                0.82445,                0.45252,                 1.0804,                  0.878,                0.91761,                0.92103,                0.66957,                0.98375,                0.40564,                 1.0686,               0.004159,               0.004159,               0.004159
                    297,                0.81868,                 0.4513,                 1.0848,                0.87807,                0.91668,                0.92112,                0.67021,                0.98387,                0.40642,                  1.069,              0.0041392,              0.0041392,              0.0041392
                    298,                0.82013,                0.45049,                  1.087,                0.87792,                 0.9169,                0.92129,                0.66968,                0.98353,                0.40653,                 1.0693,              0.0041194,              0.0041194,              0.0041194
                    299,                0.81803,                0.44852,                 1.0788,                 0.8779,                0.91852,                0.92106,                 0.6689,                0.98358,                0.40617,                 1.0693,              0.0040996,              0.0040996,              0.0040996
                    300,                0.81761,                0.44906,                 1.0802,                0.87884,                0.91525,                0.92057,                0.66835,                0.98416,                0.40628,                 1.0695,              0.0040798,              0.0040798,              0.0040798
                    301,                0.81726,                0.44539,                 1.0733,                0.87827,                 0.9161,                0.92075,                0.66757,                 0.9849,                0.40718,                 1.0689,                0.00406,                0.00406,                0.00406
                    302,                0.81526,                0.44983,                 1.0763,                0.87729,                0.91408,                0.91992,                0.66768,                0.98424,                  0.407,                 1.0675,              0.0040402,              0.0040402,              0.0040402
                    303,                0.81271,                0.44588,                 1.0807,                0.87757,                 0.9132,                0.91978,                0.66739,                0.98461,                0.40666,                 1.0676,              0.0040204,              0.0040204,              0.0040204
